9.608623400330000663e+01 7.196708774680000431e+01
9.608652400969999974e+01 1.834996683809999851e+01
9.608686199779999981e+01 2.000925384059999956e+01
9.608709800239999765e+01 1.273823213730000070e+01
9.608711999649999314e+01 7.989114297940000142e+01
9.608712598680000383e+01 1.296453833160000002e+01
9.608720201250000059e+01 5.301786301639999976e+01
9.608744999770000561e+01 9.279240628450000372e+01
9.608774000409999871e+01 1.296453833160000002e+01
9.608856999869999527e+01 1.690431120470000081e+01
9.608891001339999605e+01 1.865655464580000000e+02
9.608974200490000328e+01 5.651673087799999706e+01
9.609143799539999975e+01 3.597042479539999960e+01
9.609156200290000527e+01 1.357053176099999980e+01
9.609177199009999981e+01 9.760452145589999517e+00
9.609245398640000246e+01 1.296453833160000002e+01
9.609268799420000562e+01 2.655062234440000069e+01
9.609400999550000222e+01 1.647442086899999936e+02
9.609412598609999634e+01 2.866320543320000169e+01
9.609448999170000150e+01 2.353791898980000141e+01
9.609470400210000207e+01 1.690431120470000081e+01
9.609555199739999409e+01 3.092877678469999836e+01
9.609563198690000263e+01 3.257429346469999842e+01
9.609579798580000443e+01 1.379050209380000069e+01
9.609599000219999709e+01 1.834996683809999851e+01
9.609604600069999947e+01 4.863667467089999974e+01
9.609604999420000127e+01 1.248841137620000019e+01
9.609628000860000441e+01 1.317162699939999868e+02
9.609674799440000470e+01 2.527633653199999841e+01
9.609679999950000706e+01 3.785786921790000292e+01
9.609693199400000196e+01 3.055989272649999933e+01
9.609771600370000044e+01 2.866320543320000169e+01
9.609813201430000618e+01 2.209548688699999985e+01
9.609845998880000195e+01 3.013675900229999982e+01
9.609872400759999778e+01 2.502079213500000066e+01
9.609905999900000495e+01 3.013675900229999982e+01
9.609911200400000553e+01 1.577664546459999961e+01
9.609920799729999885e+01 1.357053176099999980e+01
9.609926000240000121e+01 2.137616284870000172e+01
9.609957599640000581e+01 3.055989272649999933e+01
9.609993600849999495e+01 1.170610385360000016e+01
9.610059401389999323e+01 2.655062234440000069e+01
9.610112801190000198e+01 3.092877678469999836e+01
9.610116600989999824e+01 3.623468830720000255e+01
9.610130000110000026e+01 8.709209890340000015e+01
9.610157400369999436e+01 5.651673087799999706e+01
9.610162201519999314e+01 1.141544805180000033e+01
9.610319998859999657e+01 1.044058236849999943e+01
9.610320800540000619e+01 1.379050209380000069e+01
9.610334399340000289e+01 8.073623927350000429e+01
9.610368999840000015e+01 3.055989272649999933e+01
9.610370200869999735e+01 6.792096739960000207e+01
9.610371398930000453e+01 1.597708969179999983e+01
9.610418799519999311e+01 8.257979724240000152e+00
9.610451999309999849e+01 3.397698195449999758e+01
9.610464000700000042e+01 9.616409518700000092e+01
9.610464400050000222e+01 1.357053176099999980e+01
9.610527801509999790e+01 6.825931784489999643e+01
9.610559999939999898e+01 2.353791898980000141e+01
9.610567200180000214e+01 1.486964897270000030e+01
9.610594400760000156e+01 1.633547711269999922e+02
9.610598200559999782e+01 1.577664546459999961e+01
9.610606199500000457e+01 5.651673087799999706e+01
9.610657799240000543e+01 1.192230631800000040e+01
9.610678601259999709e+01 1.690431120470000081e+01
9.610681399700000327e+01 1.141877180829999929e+02
9.610736200210000391e+01 4.389754417689999855e+01
9.610780000690000691e+01 6.554107356629999970e+01
9.610810801389999369e+01 1.379050209380000069e+01
9.610898000000000252e+01 6.825931784489999643e+01
9.610934999590000416e+01 1.103880805170000059e+02
9.610949400069999626e+01 1.850852949490000015e+02
9.610986000299999432e+01 1.484822827179999933e+02
9.610986399649999612e+01 1.357053176099999980e+01
9.611059999469999582e+01 8.590863151480000681e+01
9.611065998669999999e+01 2.655062234440000069e+01
9.611082598570000357e+01 3.055989272649999933e+01
9.611092999580000651e+01 9.935259181319999300e+01
9.611155998709999437e+01 1.005500982869999973e+02
9.611193400620000205e+01 1.357053176099999980e+01
9.611199599500000090e+01 1.685973731079999993e+02
9.611254799370000512e+01 1.273823213730000070e+01
9.611257600780000132e+01 5.076098153200000240e+01
9.611282598969999924e+01 1.141544805180000033e+01
9.611338201169999707e+01 2.209548688699999985e+01
9.611398598549999406e+01 5.196440666979999889e+01
9.611446401480000645e+01 1.031171303819999991e+02
9.611504200100000617e+01 3.951333431730000001e+01
9.611519598959999655e+01 1.089496612499999983e+01
9.611572599410000350e+01 3.397698195449999758e+01
9.611590200659999539e+01 2.687361006580000122e+01
9.611628401279999423e+01 3.092877678469999836e+01
9.611681199070000048e+01 6.037067709029999918e+01
9.611794000860000153e+01 1.633547711269999922e+02
9.611844998600000167e+01 5.301786301639999976e+01
9.611897599700000683e+01 9.279240628450000372e+01
9.611899000409999871e+01 9.964215269529999830e+01
9.611935800310000388e+01 2.383901134510000119e+01
9.611964598299999807e+01 4.664014604030000299e+01
9.611983400580000136e+01 9.552241388900000629e+00
9.611994799970000258e+01 1.466570960880000030e+01
9.611996999379999806e+01 2.244007930969999975e+01
9.611997199060000696e+01 5.422755917269999770e+01
9.612016400689999784e+01 4.494993009809999762e+01
9.612105000020000034e+01 1.089496612499999983e+01
9.612134200330000056e+01 5.792614042160000309e+01
9.612156799439999588e+01 1.486964897270000030e+01
9.612195199730000184e+01 2.244007930969999975e+01
9.612213200329999552e+01 2.901095900150000162e+01
9.612249600890000067e+01 5.422755917269999770e+01
9.612258398529999681e+01 3.469976556790000188e+01
9.612259998919999759e+01 6.792096739960000207e+01
9.612280797959999745e+01 1.379050209380000069e+01
